"","V1","V2","V3"
"","K14393","1","SAR116_K14393"
"K03773","K03773","3","Dinophyta_K03773,Chlorophyta_K03773,Sarcomastigophora_K03773"
"K10573","K10573","3","Dinophyta_K10573,Haptophyta_K10573,Ochrophyta_K10573"
"K02877","K02877","3","Dinophyta_K02877,Haptophyta_K02877,Sarcomastigophora_K02877"
"K03113","K03113","3","Dinophyta_K03113,Ochrophyta_K03113,Euryarchaeota_K03113"
"K14855","K14855","3","Dinophyta_K14855,Haptophyta_K14855,Rhodophyta_K14855"
"K08955","K08955","3","Dinophyta_K08955,Haptophyta_K08955,Ochrophyta_K08955"
"K02936","K02936","3","Dinophyta_K02936,Haptophyta_K02936,Euryarchaeota_K02936"
"K17263","K17263","3","Dinophyta_K17263,Cryptophyta_K17263,Haptophyta_K17263"
"K01371","K01371","3","Dinophyta_K01371,Bicosoecida_K01371,Haptophyta_K01371"
"K00942","K00942","3","Dinophyta_K00942,--_K00942,High-light Pro_K00942"
"K12837","K12837","3","Dinophyta_K12837,Bacillariophyta_K12837,Haptophyta_K12837"
"K01874","K01874","3","Dinophyta_K01874,Haptophyta_K01874,SAR92_K01874"
"K10112","K10112","3","Dinophyta_K10112,Haptophyta_K10112,SAR324_K10112"
"K11131","K11131","3","Dinophyta_K11131,Euglenozoa_K11131,Haptophyta_K11131"
"K06901","K06901","3","Dinophyta_K06901,Haptophyta_K06901,SAR11_K06901"
"K01091","K01091","3","Dinophyta_K01091,Bacillariophyta_K01091,Haptophyta_K01091"
"K01101","K01101","3","Dinophyta_K01101,Bacillariophyta_K01101,Haptophyta_K01101"
"K06997","K06997","3","Dinophyta_K06997,Bacillariophyta_K06997,Cryptophyta_K06997"
"K04536","K04536","3","Dinophyta_K04536,Bacillariophyta_K04536,Haptophyta_K04536"
"K07825","K07825","3","Dinophyta_K07825,Bacillariophyta_K07825,Haptophyta_K07825"
"K02598","K02598","3","Dinophyta_K02598,Cryptophyta_K02598,Haptophyta_K02598"
"K03458","K03458","3","Dinophyta_K03458,Haptophyta_K03458,Ochrophyta_K03458"
"K00394","K00394","3","Dinophyta_K00394,SAR11_K00394,--_K00394"
"K12278","K12278","3","Dinophyta_K12278,Cryptophyta_K12278,Sarcomastigophora_K12278"
"K00524","K00524","3","Dinophyta_K00524,Sarcomastigophora_K00524,High-light Pro_K00524"
"K02456","K02456","3","Dinophyta_K02456,Cryptophyta_K02456,--_K02456"
"K10924","K10924","3","Dinophyta_K10924,Cryptophyta_K10924,Sarcomastigophora_K10924"
"K12285","K12285","3","Dinophyta_K12285,Cryptophyta_K12285,Sarcomastigophora_K12285"
"K07496","K07496","3","Dinophyta_K07496,Cyanothece_K07496,Crocosphaera_K07496"
"K13783","K13783","3","Dinophyta_K13783,Bacillariophyta_K13783,Haptophyta_K13783"
"K14660","K14660","3","Dinophyta_K14660,Bacillariophyta_K14660,Haptophyta_K14660"
"K03955","K03955","3","Dinophyta_K03955,Bacillariophyta_K03955,Haptophyta_K03955"
"K12599","K12599","3","Chromerida_K12599,Cryptophyta_K12599,Rhodophyta_K12599"
"K00012","K00012","3","Chromerida_K00012,Haptophyta_K00012,Crocosphaera_K00012"
"K04646","K04646","3","Chromerida_K04646,Chlorarachniophyta_K04646,Haptophyta_K04646"
"K01697","K01697","3","Chromerida_K01697,Haptophyta_K01697,Ochrophyta_K01697"
"K10358","K10358","3","Chromerida_K10358,Haptophyta_K10358,Ochrophyta_K10358"
"K02938","K02938","3","Bacillariophyta_K02938,Haptophyta_K02938,Ochrophyta_K02938"
"K00383","K00383","3","Bacillariophyta_K00383,Glaucophyta_K00383,Crocosphaera_K00383"
"K08568","K08568","3","Bacillariophyta_K08568,Haptophyta_K08568,Ochrophyta_K08568"
"K11262","K11262","3","Bacillariophyta_K11262,Haptophyta_K11262,Ochrophyta_K11262"
"K07937","K07937","3","Bacillariophyta_K07937,Cercozoa_K07937,Haptophyta_K07937"
"K07942","K07942","3","Bacillariophyta_K07942,Cercozoa_K07942,Haptophyta_K07942"
"K00326","K00326","3","Bacillariophyta_K00326,Chlorarachniophyta_K00326,Ochrophyta_K00326"
"K03942","K03942","3","Bacillariophyta_K03942,Haptophyta_K03942,Ochrophyta_K03942"
"K01750","K01750","3","Bacillariophyta_K01750,Chlorophyta_K01750,Euglenozoa_K01750"
"K06413","K06413","3","Bacillariophyta_K06413,Cryptophyta_K06413,Haptophyta_K06413"
"K13525","K13525","3","Bacillariophyta_K13525,Haptophyta_K13525,Euryarchaeota_K13525"
"K02985","K02985","3","Bacillariophyta_K02985,Bicosoecida_K02985,Cryptophyta_K02985"
"K15636","K15636","3","Bacillariophyta_K15636,Cryptophyta_K15636,Haptophyta_K15636"
"K00010","K00010","3","Bacillariophyta_K00010,Haptophyta_K00010,Ochrophyta_K00010"
"K09838","K09838","3","Bacillariophyta_K09838,Haptophyta_K09838,Ochrophyta_K09838"
"K01379","K01379","3","Bacillariophyta_K01379,Cercozoa_K01379,Haptophyta_K01379"
"K08245","K08245","3","Bacillariophyta_K08245,Cercozoa_K08245,Haptophyta_K08245"
"K03267","K03267","3","Bacillariophyta_K03267,Chlorophyta_K03267,Haptophyta_K03267"
"K00928","K00928","3","Bacillariophyta_K00928,High-light Pro_K00928,SAR11_K00928"
"K03841","K03841","3","Bacillariophyta_K03841,Haptophyta_K03841,Crocosphaera_K03841"
"K13348","K13348","3","Bacillariophyta_K13348,Haptophyta_K13348,Ochrophyta_K13348"
"K03243","K03243","3","Bacillariophyta_K03243,Cercozoa_K03243,Rhodophyta_K03243"
"K14805","K14805","3","Bacillariophyta_K14805,Chlorophyta_K14805,Ochrophyta_K14805"
"K05907","K05907","3","Bacillariophyta_K05907,Haptophyta_K05907,Ochrophyta_K05907"
"K14067","K14067","3","Bacillariophyta_K14067,Haptophyta_K14067,SAR11_K14067"
"K07893","K07893","3","Bacillariophyta_K07893,Bicosoecida_K07893,Haptophyta_K07893"
"K01599","K01599","3","Bacillariophyta_K01599,Haptophyta_K01599,Crocosphaera_K01599"
"K06630","K06630","3","Bacillariophyta_K06630,Bicosoecida_K06630,Haptophyta_K06630"
"K03405","K03405","3","Bacillariophyta_K03405,Haptophyta_K03405,Crocosphaera_K03405"
"K03063","K03063","3","Bacillariophyta_K03063,Cryptophyta_K03063,Haptophyta_K03063"
"K11162","K11162","3","Bacillariophyta_K11162,Haptophyta_K11162,Ochrophyta_K11162"
"K03885","K03885","3","Bacillariophyta_K03885,High-light Pro_K03885,Crocosphaera_K03885"
"K09518","K09518","3","Bacillariophyta_K09518,Haptophyta_K09518,Rhodophyta_K09518"
"K01711","K01711","3","Bacillariophyta_K01711,Cryptophyta_K01711,Haptophyta_K01711"
"K05590","K05590","3","Bacillariophyta_K05590,Bicosoecida_K05590,Haptophyta_K05590"
"K00011","K00011","3","Bacillariophyta_K00011,Cercozoa_K00011,Sarcomastigophora_K00011"
"K02876","K02876","3","Bacillariophyta_K02876,Haptophyta_K02876,OM60/NOR5_K02876"
"K04563","K04563","3","Bacillariophyta_K04563,Cryptophyta_K04563,Haptophyta_K04563"
"K00895","K00895","3","Bacillariophyta_K00895,Haptophyta_K00895,Ochrophyta_K00895"
"K07515","K07515","3","Bacillariophyta_K07515,Bicosoecida_K07515,Haptophyta_K07515"
"K08994","K08994","3","Bacillariophyta_K08994,Cryptophyta_K08994,Haptophyta_K08994"
"K00436","K00436","3","Bacillariophyta_K00436,Haptophyta_K00436,Ochrophyta_K00436"
"K03832","K03832","3","Bacillariophyta_K03832,SAR92_K03832,OM60/NOR5_K03832"
"K09583","K09583","3","Bacillariophyta_K09583,Euglenozoa_K09583,Haptophyta_K09583"
"K14416","K14416","3","Bacillariophyta_K14416,Chlorophyta_K14416,Haptophyta_K14416"
"K01840","K01840","3","Bacillariophyta_K01840,Cercozoa_K01840,Ochrophyta_K01840"
"K14448","K14448","3","Bacillariophyta_K14448,Haptophyta_K14448,Roseobacter_K14448"
"K17732","K17732","3","Bacillariophyta_K17732,Haptophyta_K17732,Ochrophyta_K17732"
"K15747","K15747","3","Bacillariophyta_K15747,Euglenozoa_K15747,Haptophyta_K15747"
"K11187","K11187","3","Bacillariophyta_K11187,Cryptophyta_K11187,Haptophyta_K11187"
"K13789","K13789","3","Bacillariophyta_K13789,Haptophyta_K13789,Crocosphaera_K13789"
"K02714","K02714","3","Bacillariophyta_K02714,High-light Pro_K02714,Cyanothece_K02714"
"K02492","K02492","3","Bacillariophyta_K02492,Haptophyta_K02492,Crocosphaera_K02492"
"K03031","K03031","3","Bacillariophyta_K03031,Chlorophyta_K03031,Haptophyta_K03031"
"K13347","K13347","3","Bacillariophyta_K13347,Haptophyta_K13347,Ochrophyta_K13347"
"K02970","K02970","3","Bacillariophyta_K02970,High-light Pro_K02970,Crocosphaera_K02970"
"K02963","K02963","3","Bacillariophyta_K02963,High-light Pro_K02963,Crocosphaera_K02963"
"K02114","K02114","3","Bacillariophyta_K02114,Crocosphaera_K02114,Eukaryota_K02114"
"K00986","K00986","3","Bacillariophyta_K00986,Chlorophyta_K00986,Cyanothece_K00986"
"K15285","K15285","3","Bacillariophyta_K15285,Haptophyta_K15285,Ochrophyta_K15285"
"K04037","K04037","3","Bacillariophyta_K04037,Crocosphaera_K04037,Roseobacter_K04037"
"K02709","K02709","3","Bacillariophyta_K02709,Crocosphaera_K02709,Eukaryota_K02709"
"K13412","K13412","3","Bicosoecida_K13412,Cryptophyta_K13412,Haptophyta_K13412"
"K04345","K04345","3","Bicosoecida_K04345,Haptophyta_K04345,Ochrophyta_K04345"
"K02955","K02955","3","Bicosoecida_K02955,Cryptophyta_K02955,Haptophyta_K02955"
"K03578","K03578","3","Bicosoecida_K03578,Ochrophyta_K03578,Rhodophyta_K03578"
"K14758","K14758","3","Bicosoecida_K14758,Haptophyta_K14758,Ochrophyta_K14758"
"K01363","K01363","3","Bicosoecida_K01363,Haptophyta_K01363,Ochrophyta_K01363"
"K10598","K10598","3","Bicosoecida_K10598,Chlorarachniophyta_K10598,Haptophyta_K10598"
"K10840","K10840","3","Bicosoecida_K10840,Haptophyta_K10840,Ochrophyta_K10840"
"K16465","K16465","3","Bicosoecida_K16465,Haptophyta_K16465,Ochrophyta_K16465"
"K16466","K16466","3","Bicosoecida_K16466,Haptophyta_K16466,Ochrophyta_K16466"
"K00791","K00791","3","Bicosoecida_K00791,Cryptophyta_K00791,High-light Pro_K00791"
"K09500","K09500","3","Bicosoecida_K09500,Haptophyta_K09500,Ochrophyta_K09500"
"K14818","K14818","3","Bicosoecida_K14818,Haptophyta_K14818,Ochrophyta_K14818"
"K07951","K07951","3","Bicosoecida_K07951,Cercozoa_K07951,Haptophyta_K07951"
"K02231","K02231","3","Bicosoecida_K02231,Sarcomastigophora_K02231,High-light Pro_K02231"
"K01537","K01537","3","Cercozoa_K01537,Haptophyta_K01537,Crocosphaera_K01537"
"K03234","K03234","3","Cercozoa_K03234,Glaucophyta_K03234,Haptophyta_K03234"
"K12736","K12736","3","Cercozoa_K12736,Chlorarachniophyta_K12736,Haptophyta_K12736"
"K02953","K02953","3","Cercozoa_K02953,Glaucophyta_K02953,Haptophyta_K02953"
"K12852","K12852","3","Cercozoa_K12852,Chlorophyta_K12852,Haptophyta_K12852"
"K01465","K01465","3","Cercozoa_K01465,Chlorophyta_K01465,Crocosphaera_K01465"
"K09512","K09512","3","Cercozoa_K09512,Chlorophyta_K09512,Rhodophyta_K09512"
"K02575","K02575","3","Cercozoa_K02575,Chlorophyta_K02575,Ochrophyta_K02575"
"K02967","K02967","3","Cercozoa_K02967,High-light Pro_K02967,Crocosphaera_K02967"
"K02998","K02998","3","Cercozoa_K02998,Haptophyta_K02998,Sarcomastigophora_K02998"
"K00761","K00761","3","Cercozoa_K00761,Haptophyta_K00761,Crocosphaera_K00761"
"K03767","K03767","3","Chlorarachniophyta_K03767,Haptophyta_K03767,Sarcomastigophora_K03767"
"K15498","K15498","3","Chlorarachniophyta_K15498,Haptophyta_K15498,Rhodophyta_K15498"
"K17615","K17615","3","Chlorarachniophyta_K17615,Haptophyta_K17615,Ochrophyta_K17615"
"K07865","K07865","3","Chlorarachniophyta_K07865,Haptophyta_K07865,Rhodophyta_K07865"
"K00924","K00924","3","Chlorarachniophyta_K00924,Haptophyta_K00924,Ochrophyta_K00924"
"K04464","K04464","3","Chlorarachniophyta_K04464,Haptophyta_K04464,Ochrophyta_K04464"
"K12862","K12862","3","Chlorarachniophyta_K12862,Ochrophyta_K12862,Rhodophyta_K12862"
"K05592","K05592","3","Chlorophyta_K05592,Haptophyta_K05592,Crocosphaera_K05592"
"K11338","K11338","3","Chlorophyta_K11338,Haptophyta_K11338,Ochrophyta_K11338"
"K01365","K01365","3","Chlorophyta_K01365,Haptophyta_K01365,Ochrophyta_K01365"
"K00338","K00338","3","Chlorophyta_K00338,Haptophyta_K00338,SAR11_K00338"
"K02899","K02899","3","Chlorophyta_K02899,Eukaryota_K02899,High-light Pro_K02899"
"K09538","K09538","3","Chlorophyta_K09538,Haptophyta_K09538,Ochrophyta_K09538"
"K10863","K10863","3","Chlorophyta_K10863,Cryptophyta_K10863,Ochrophyta_K10863"
"K01427","K01427","3","Chlorophyta_K01427,Haptophyta_K01427,Rhodophyta_K01427"
"K01428","K01428","3","Chlorophyta_K01428,Haptophyta_K01428,Rhodophyta_K01428"
"K01429","K01429","3","Chlorophyta_K01429,Haptophyta_K01429,Rhodophyta_K01429"
"K01430","K01430","3","Chlorophyta_K01430,Haptophyta_K01430,Rhodophyta_K01430"
"K14048","K14048","3","Chlorophyta_K14048,Haptophyta_K14048,Rhodophyta_K14048"
"K01012","K01012","3","Chlorophyta_K01012,Haptophyta_K01012,Crocosphaera_K01012"
"K00331","K00331","3","Chlorophyta_K00331,SAR11_K00331,SAR11-like_K00331"
"K14554","K14554","3","Chlorophyta_K14554,Haptophyta_K14554,Ochrophyta_K14554"
"K03935","K03935","3","Chlorophyta_K03935,Haptophyta_K03935,Eukaryota_K03935"
"K02258","K02258","3","Chlorophyta_K02258,Roseobacter_K02258,SAR86_K02258"
"K12743","K12743","3","Chlorophyta_K12743,Haptophyta_K12743,Ochrophyta_K12743"
"K05308","K05308","3","Chlorophyta_K05308,Haptophyta_K05308,Ochrophyta_K05308"
"K05606","K05606","3","Chlorophyta_K05606,Haptophyta_K05606,Ochrophyta_K05606"
"K10376","K10376","3","Chlorophyta_K10376,Haptophyta_K10376,Ochrophyta_K10376"
"K02216","K02216","3","Cryptophyta_K02216,Euglenozoa_K02216,Haptophyta_K02216"
"K01703","K01703","3","Cryptophyta_K01703,SAR92_K01703,Roseobacter_K01703"
"K03217","K03217","3","Cryptophyta_K03217,Haptophyta_K03217,Crocosphaera_K03217"
"K03321","K03321","3","Cryptophyta_K03321,Crocosphaera_K03321,SAR11_K03321"
"K02394","K02394","3","Cryptophyta_K02394,Other Alphaproteobacteria_K02394,SAR92_K02394"
"K05539","K05539","3","Cryptophyta_K05539,Haptophyta_K05539,High-light Pro_K05539"
"K06891","K06891","3","Cryptophyta_K06891,OM60/NOR5_K06891,SAR116_K06891"
"K01265","K01265","3","Euglenozoa_K01265,Haptophyta_K01265,High-light Pro_K01265"
"K01673","K01673","3","Euglenozoa_K01673,Haptophyta_K01673,Crocosphaera_K01673"
"K07959","K07959","3","Euglenozoa_K07959,Haptophyta_K07959,Ochrophyta_K07959"
"K02256","K02256","3","Euglenozoa_K02256,Other Alphaproteobacteria_K02256,Eukaryota_K02256"
"K00627","K00627","3","Euglenozoa_K00627,Haptophyta_K00627,High-light Pro_K00627"
"K00658","K00658","3","Euglenozoa_K00658,Haptophyta_K00658,SAR86_K00658"
"K00046","K00046","3","Glaucophyta_K00046,Haptophyta_K00046,Ochrophyta_K00046"
"K00059","K00059","3","Glaucophyta_K00059,Haptophyta_K00059,Crocosphaera_K00059"
"K03549","K03549","3","Glaucophyta_K03549,Haptophyta_K03549,Sarcomastigophora_K03549"
"K00057","K00057","3","Glaucophyta_K00057,Haptophyta_K00057,Rhodophyta_K00057"
"K01869","K01869","3","Haptophyta_K01869,Ochrophyta_K01869,High-light Pro_K01869"
"K08834","K08834","3","Haptophyta_K08834,Ochrophyta_K08834,Sarcomastigophora_K08834"
"K00645","K00645","3","Haptophyta_K00645,Crocosphaera_K00645,High-light Pro_K00645"
"K00632","K00632","3","Haptophyta_K00632,Ochrophyta_K00632,Other Alphaproteobacteria_K00632"
"K03696","K03696","3","Haptophyta_K03696,High-light Pro_K03696,Actinobacteria_K03696"
"K02234","K02234","3","Haptophyta_K02234,High-light Pro_K02234,Crocosphaera_K02234"
"K17481","K17481","3","Haptophyta_K17481,Ochrophyta_K17481,Sarcomastigophora_K17481"
"K03657","K03657","3","Haptophyta_K03657,High-light Pro_K03657,SAR92_K03657"
"K00024","K00024","3","Haptophyta_K00024,Rhodophyta_K00024,Other Bacteroidetes_K00024"
"K02693","K02693","3","Haptophyta_K02693,High-light Pro_K02693,Eukaryota_K02693"
"K01738","K01738","3","Haptophyta_K01738,High-light Pro_K01738,Crocosphaera_K01738"
"K00003","K00003","3","Haptophyta_K00003,High-light Pro_K00003,Crocosphaera_K00003"
"K00548","K00548","3","Haptophyta_K00548,Crocosphaera_K00548,Other Bacteroidetes_K00548"
"K10956","K10956","3","Haptophyta_K10956,Ochrophyta_K10956,Sarcomastigophora_K10956"
"K03521","K03521","3","Haptophyta_K03521,Sarcomastigophora_K03521,OM60/NOR5_K03521"
"K07301","K07301","3","Haptophyta_K07301,Ochrophyta_K07301,Crocosphaera_K07301"
"K10410","K10410","3","Haptophyta_K10410,Ochrophyta_K10410,Sarcomastigophora_K10410"
"K02956","K02956","3","Haptophyta_K02956,Ochrophyta_K02956,High-light Pro_K02956"
"K02291","K02291","3","Haptophyta_K02291,Sarcomastigophora_K02291,Crocosphaera_K02291"
"K00410","K00410","3","Haptophyta_K00410,Ochrophyta_K00410,SAR11-like_K00410"
"K03676","K03676","3","Haptophyta_K03676,Rhodophyta_K03676,Crocosphaera_K03676"
"K01716","K01716","3","Haptophyta_K01716,SAR11-like_K01716,Roseobacter_K01716"
"K02356","K02356","3","Haptophyta_K02356,High-light Pro_K02356,Crocosphaera_K02356"
"K02895","K02895","3","Haptophyta_K02895,High-light Pro_K02895,Crocosphaera_K02895"
"K04040","K04040","3","Haptophyta_K04040,Rhodophyta_K04040,Crocosphaera_K04040"
"K02968","K02968","3","Haptophyta_K02968,SAR116_K02968,Crocosphaera_K02968"
"K11982","K11982","3","Haptophyta_K11982,Ochrophyta_K11982,Sarcomastigophora_K11982"
"K03569","K03569","3","Haptophyta_K03569,SAR92_K03569,Other Bacteroidetes_K03569"
"K02911","K02911","3","Haptophyta_K02911,High-light Pro_K02911,Eukaryota_K02911"
"K01358","K01358","3","Ochrophyta_K01358,High-light Pro_K01358,Crocosphaera_K01358"
"K06182","K06182","3","Ochrophyta_K06182,Sarcomastigophora_K06182,High-light Pro_K06182"
"K02690","K02690","3","Rhodophyta_K02690,Crocosphaera_K02690,High-light Pro_K02690"
"K06860","K06860","3","Rhodophyta_K06860,High-light Pro_K06860,Crocosphaera_K06860"
"K00705","K00705","3","Rhodophyta_K00705,High-light Pro_K00705,Crocosphaera_K00705"
"K02057","K02057","3","Rhodophyta_K02057,Other Alphaproteobacteria_K02057,Other Gammaproteobacteria_K02057"
"K01873","K01873","3","Sarcomastigophora_K01873,High-light Pro_K01873,Crocosphaera_K01873"
"K03046","K03046","3","Sarcomastigophora_K03046,Roseobacter_K03046,Other Alphaproteobacteria_K03046"
"K01356","K01356","3","Sarcomastigophora_K01356,SAR86_K01356,Crocosphaera_K01356"
"K04035","K04035","3","High-light Pro_K04035,Crocosphaera_K04035,Other Alphaproteobacteria_K04035"
"K02708","K02708","3","Crocosphaera_K02708,High-light Pro_K02708,Eukaryota_K02708"
"K02699","K02699","3","High-light Pro_K02699,Crocosphaera_K02699,Eukaryota_K02699"
"K04038","K04038","3","High-light Pro_K04038,Crocosphaera_K04038,Other Alphaproteobacteria_K04038"
"K02864","K02864","3","High-light Pro_K02864,Crocosphaera_K02864,Other Alphaproteobacteria_K02864"
"K01755","K01755","3","High-light Pro_K01755,SAR11_K01755,Crocosphaera_K01755"
"K02707","K02707","3","High-light Pro_K02707,Eukaryota_K02707,Crocosphaera_K02707"
"K02030","K02030","3","Crocosphaera_K02030,Chloroflexi_K02030,Other Alphaproteobacteria_K02030"
"K02113","K02113","3","Eukaryota_K02113,High-light Pro_K02113,Crocosphaera_K02113"
"K03518","K03518","3","Other Alphaproteobacteria_K03518,SAR11_K03518,Other Gammaproteobacteria_K03518"
"K02913","K02913","3","High-light Pro_K02913,Crocosphaera_K02913,SAR92_K02913"
"K03592","K03592","3","Low-light Pro_K03592,High-light Pro_K03592,Crocosphaera_K03592"
"K08926","K08926","3","Other Alphaproteobacteria_K08926,OM60/NOR5_K08926,Roseobacter_K08926"
"K02954","K02954","3","High-light Pro_K02954,Eukaryota_K02954,SAR11-like_K02954"
"K03072","K03072","3","Crocosphaera_K03072,SAR11_K03072,High-light Pro_K03072"
"K03076","K03076","3","Crocosphaera_K03076,Eukaryota_K03076,Other Alphaproteobacteria_K03076"
"K01649","K01649","3","High-light Pro_K01649,SAR11-like_K01649,SAR116_K01649"
"K01810","K01810","3","High-light Pro_K01810,Crocosphaera_K01810,SAR11_K01810"
"K01916","K01916","3","SAR11_K01916,SAR11-like_K01916,SAR116_K01916"
"K03092","K03092","3","OM60/NOR5_K03092,SAR116_K03092,Other Alphaproteobacteria_K03092"
"K03544","K03544","3","High-light Pro_K03544,SAR86_K03544,Crocosphaera_K03544"
"K17893","K17893","3","SAR11_K17893,OM60/NOR5_K17893,SAR86_K17893"
"K02025","K02025","3","Roseobacter_K02025,SAR116_K02025,SAR11_K02025"
"K00122","K00122","3","SAR86_K00122,SAR11-like_K00122,Other Alphaproteobacteria_K00122"
"K02027","K02027","3","SAR324_K02027,Roseobacter_K02027,Other Alphaproteobacteria_K02027"
"K00858","K00858","3","--_K00858,High-light Pro_K00858,Crocosphaera_K00858"
"K01595","K01595","3","Roseobacter_K01595,Crocosphaera_K01595,High-light Pro_K01595"
"K03561","K03561","3","SAR92_K03561,OM60/NOR5_K03561,SAR86_K03561"
"K00351","K00351","3","Flavobacteriia_K00351,SAR92_K00351,SAR86_K00351"
"K02301","K02301","3","Other Alphaproteobacteria_K02301,Crocosphaera_K02301,Roseobacter_K02301"
"K02337","K02337","3","SAR11_K02337,High-light Pro_K02337,Flavobacteriia_K02337"
"K02520","K02520","3","OM60/NOR5_K02520,Flavobacteriia_K02520,SAR92_K02520"
"K02002","K02002","3","Crocosphaera_K02002,SAR116_K02002,Roseobacter_K02002"
"K03073","K03073","3","SAR92_K03073,OM60/NOR5_K03073,Crocosphaera_K03073"
"K02198","K02198","3","SAR92_K02198,SAR11_K02198,SAR11-like_K02198"
"K07305","K07305","3","Crocosphaera_K07305,OM60/NOR5_K07305,Other Alphaproteobacteria_K07305"
"K02058","K02058","3","Roseobacter_K02058,Other Alphaproteobacteria_K02058,SAR11_K02058"
"K01895","K01895","3","Crocosphaera_K01895,High-light Pro_K01895,SAR11_K01895"
"K02600","K02600","3","SAR11-like_K02600,SAR92_K02600,OM60/NOR5_K02600"
"K01613","K01613","2","Dinophyta_K01613,Chlorophyta_K01613"
"K17200","K17200","2","Dinophyta_K17200,Haptophyta_K17200"
"K17199","K17199","2","Dinophyta_K17199,Bacillariophyta_K17199"
"K12394","K12394","2","Dinophyta_K12394,Haptophyta_K12394"
"K15112","K15112","2","Dinophyta_K15112,Haptophyta_K15112"
"K03033","K03033","2","Dinophyta_K03033,Haptophyta_K03033"
"K02882","K02882","2","Dinophyta_K02882,Haptophyta_K02882"
"K02997","K02997","2","Dinophyta_K02997,Chlorarachniophyta_K02997"
"K02941","K02941","2","Dinophyta_K02941,Haptophyta_K02941"
"K09552","K09552","2","Dinophyta_K09552,Ochrophyta_K09552"
"K06988","K06988","2","Dinophyta_K06988,Cryptophyta_K06988"
"K12393","K12393","2","Dinophyta_K12393,Haptophyta_K12393"
"K06674","K06674","2","Dinophyta_K06674,Haptophyta_K06674"
"K07962","K07962","2","Dinophyta_K07962,Haptophyta_K07962"
"K00544","K00544","2","Dinophyta_K00544,Ochrophyta_K00544"
"K15645","K15645","2","Dinophyta_K15645,Haptophyta_K15645"
"K11293","K11293","2","Dinophyta_K11293,Chlorophyta_K11293"
"K00817","K00817","2","Dinophyta_K00817,Bacillariophyta_K00817"
"K02335","K02335","2","Dinophyta_K02335,High-light Pro_K02335"
"K02427","K02427","2","Dinophyta_K02427,Other Gammaproteobacteria_K02427"
"K14857","K14857","2","Dinophyta_K14857,Ochrophyta_K14857"
"K13953","K13953","2","Dinophyta_K13953,Haptophyta_K13953"
"K10248","K10248","2","Dinophyta_K10248,Chlorophyta_K10248"
"K09691","K09691","2","Dinophyta_K09691,Crocosphaera_K09691"
"K09554","K09554","2","Dinophyta_K09554,Haptophyta_K09554"
"K10562","K10562","2","Dinophyta_K10562,Bacillariophyta_K10562"
"K10643","K10643","2","Dinophyta_K10643,Ochrophyta_K10643"
"K16747","K16747","2","Dinophyta_K16747,Haptophyta_K16747"
"K05543","K05543","2","Dinophyta_K05543,Chromerida_K05543"
"K12429","K12429","2","Dinophyta_K12429,Chlorophyta_K12429"
"K11609","K11609","2","Dinophyta_K11609,Haptophyta_K11609"
"K04734","K04734","2","Dinophyta_K04734,Ochrophyta_K04734"
"K00631","K00631","2","Dinophyta_K00631,Bacillariophyta_K00631"
"K01426","K01426","2","Dinophyta_K01426,Haptophyta_K01426"
"K14050","K14050","2","Dinophyta_K14050,Sarcomastigophora_K14050"
"K15730","K15730","2","Dinophyta_K15730,Bicosoecida_K15730"
"K02548","K02548","2","Dinophyta_K02548,Ochrophyta_K02548"
"K04773","K04773","2","Dinophyta_K04773,OM60/NOR5_K04773"
"K14611","K14611","2","Dinophyta_K14611,Haptophyta_K14611"
"K00655","K00655","2","Dinophyta_K00655,Chromerida_K00655"
"K00824","K00824","2","Dinophyta_K00824,Bacillariophyta_K00824"
"K15106","K15106","2","Dinophyta_K15106,Haptophyta_K15106"
"K06225","K06225","2","Dinophyta_K06225,Ochrophyta_K06225"
"K16280","K16280","2","Dinophyta_K16280,Chlorophyta_K16280"
"K07486","K07486","2","Dinophyta_K07486,--_K07486"
"K03551","K03551","2","Dinophyta_K03551,Haptophyta_K03551"
"K02018","K02018","2","Dinophyta_K02018,Crocosphaera_K02018"
"K02613","K02613","2","Dinophyta_K02613,Haptophyta_K02613"
"K01297","K01297","2","Dinophyta_K01297,Crocosphaera_K01297"
"K14958","K14958","2","Dinophyta_K14958,Haptophyta_K14958"
"K05361","K05361","2","Dinophyta_K05361,Cercozoa_K05361"
"K03437","K03437","2","Dinophyta_K03437,High-light Pro_K03437"
"K04097","K04097","2","Dinophyta_K04097,Bacillariophyta_K04097"
"K14292","K14292","2","Dinophyta_K14292,Bacillariophyta_K14292"
"K02498","K02498","2","Dinophyta_K02498,Cryptophyta_K02498"
"K03312","K03312","2","Dinophyta_K03312,High-light Pro_K03312"
"K02044","K02044","2","Dinophyta_K02044,Crocosphaera_K02044"
"K13126","K13126","2","Chromerida_K13126,Haptophyta_K13126"
"K02960","K02960","2","Chromerida_K02960,Bacillariophyta_K02960"
"K02923","K02923","2","Chromerida_K02923,Haptophyta_K02923"
"K07359","K07359","2","Chromerida_K07359,Cryptophyta_K07359"
"K00933","K00933","2","Chromerida_K00933,Bacillariophyta_K00933"
"K11787","K11787","2","Chromerida_K11787,Rhodophyta_K11787"
"K11788","K11788","2","Chromerida_K11788,Rhodophyta_K11788"
"K00486","K00486","2","Chromerida_K00486,Chlorophyta_K00486"
"K07759","K07759","2","Chromerida_K07759,Chlorophyta_K07759"
