"","taxon","kegg_KO","signal_ID","cluster","silhouette_width","neighbor_cluster","signal","name_short","name","pathway","taxon_group","notes"
"5011","SAR11","K01713",2162,"Afternoon",0.124452189822701,"Dusk","SAR11_K01713","pheC"," cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]","Phenylalanine, tyrosine and tryptophan biosynthesis","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5012","SAR11","K03072",2082,"Afternoon",0.327783884985458,"Dusk","SAR11_K03072","secD"," preprotein translocase subunit SecD","Protein export","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5013","SAR11","K00413",5561,"Dusk",0.0258745280869449,"Afternoon","SAR11_K00413","CYC1, CYT1, petC"," ubiquinol-cytochrome c reductase cytochrome c1 subunit","Oxidative phosphorylation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5014","SAR11","K03641",5573,"Dusk",0.213571866175077,"Afternoon","SAR11_K03641","tolB"," TolB protein","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5015","SAR11","K03568",5654,"Dusk",0.0664949666023852,"Afternoon","SAR11_K03568","tldD"," TldD protein","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5016","SAR11","K07080",1304,"Night",0.00447226372708558,"Morning","SAR11_K07080","K07080"," uncharacterized protein","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5017","SAR11","K01876",3725,"Morning",0.123174370105127,"Night","SAR11_K01876","aspS"," aspartyl-tRNA synthetase [EC:6.1.1.12]","Aminoacyl-tRNA biosynthesis","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5018","SAR11","K03628",3795,"Morning",0.109369351116972,"Afternoon","SAR11_K03628","rho"," transcription termination factor Rho","RNA degradation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5019","SAR11","K01006",1202,"Night",0.0228685812915738,"Morning","SAR11_K01006","ppdK"," pyruvate, orthophosphate dikinase [EC:2.7.9.1]","Pyruvate metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5020","SAR11","K03110",3845,"Morning",0.140023035191547,"Night","SAR11_K03110","ftsY"," fused signal recognition particle receptor","Quorum sensing","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5021","SAR11","K17321",1029,"Night",-0.00836875330318049,"Morning","SAR11_K17321","glpV"," glycerol transport system substrate-binding protein","Transport","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5022","SAR11","K02337",5556,"Dusk",0.0974873569516206,"Night","SAR11_K02337","dnaE"," DNA polymerase III subunit alpha [EC:2.7.7.7]","DNA replication","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5023","SAR11","K17675",3890,"Morning",0.163737216435476,"Afternoon","SAR11_K17675","SUPV3L1, SUV3"," ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]","RNA degradation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5024","SAR11","K01755",3614,"Morning",0.0916777793936164,"Night","SAR11_K01755","argH, ASL"," argininosuccinate lyase [EC:4.3.2.1]","Arginine biosynthesis","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5025","SAR11","K01920",2396,"Afternoon",0.00282925143034151,"Dusk","SAR11_K01920","gshB"," glutathione synthase [EC:6.3.2.3]","Glutathione metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5026","SAR11","K01560",1170,"Night",0.243136916938058,"Dusk","SAR11_K01560","E3.8.1.2"," 2-haloacid dehalogenase [EC:3.8.1.2]","Chlorocyclohexane and chlorobenzene degradation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5027","SAR11","K00812",3591,"Morning",0.134113297747372,"Night","SAR11_K00812","aspB"," aspartate aminotransferase [EC:2.6.1.1]","Alanine, aspartate and glutamate metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5028","SAR11","K02058",1386,"Night",-0.000770092349134945,"Morning","SAR11_K02058","ABC.SS.S"," simple sugar transport system substrate-binding protein","Transport","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5029","SAR11","K07088",1381,"Night",0.0357130659301133,"Dusk","SAR11_K07088","K07088"," uncharacterized protein","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5030","SAR11","K06167",3626,"Morning",0.127685757845043,"Night","SAR11_K06167","phnP"," phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]","Phosphonate and phosphinate metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5031","SAR11","K02276",5509,"Dusk",0.0390306421947984,"Afternoon","SAR11_K02276","coxC, ctaE"," cytochrome c oxidase subunit III [EC:1.9.3.1]","Oxidative phosphorylation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5032","SAR11","K02897",3634,"Morning",0.156101058531515,"Night","SAR11_K02897","RP-L25, rplY"," large subunit ribosomal protein L25","Ribosome","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5033","SAR11","K15509",5610,"Dusk",0.309792649548316,"Afternoon","SAR11_K15509","hpsN"," sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5034","SAR11","K00411",2004,"Afternoon",-0.0224780957833774,"Dusk","SAR11_K00411","UQCRFS1, RIP1, petA"," ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]","Oxidative phosphorylation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5035","SAR11","K00311",5688,"Dusk",0.0961443035652812,"Afternoon","SAR11_K00311","ETFDH"," electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5036","SAR11","K00265",3792,"Morning",0.179336213108371,"Night","SAR11_K00265","gltB"," glutamate synthase (NADPH) large chain [EC:1.4.1.13]","Nitrogen metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5037","SAR11","K02523",5471,"Dusk",0.0945715717554309,"Afternoon","SAR11_K02523","ispB"," octaprenyl-diphosphate synthase [EC:2.5.1.90]","Terpenoid backbone biosynthesis","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5038","SAR11","K00123",5584,"Dusk",0.117369311307232,"Afternoon","SAR11_K00123","fdoG, fdhF, fdwA"," formate dehydrogenase major subunit [EC:1.17.1.9]","Glyoxylate and dicarboxylate metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5039","SAR11","K02888",3706,"Morning",0.0704524809719747,"Night","SAR11_K02888","RP-L21, MRPL21, rplU"," large subunit ribosomal protein L21","Ribosome","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5040","SAR11","K01907",3586,"Morning",0.147337723235905,"Night","SAR11_K01907","AACS, acsA"," acetoacetyl-CoA synthetase [EC:6.2.1.16]","Glyoxylate and dicarboxylate metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5041","SAR11","K02996",1354,"Night",-0.00610346434204067,"Morning","SAR11_K02996","RP-S9, MRPS9, rpsI"," small subunit ribosomal protein S9","Ribosome","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5042","SAR11","K03320",2122,"Afternoon",0.262148042821373,"Morning","SAR11_K03320","amt, AMT, MEP"," ammonium transporter, Amt family","Transport","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5043","SAR11","K00962",3536,"Morning",0.265285553090043,"Night","SAR11_K00962","pnp, PNPT1"," polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]","Purine metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5044","SAR11","K03218",2233,"Afternoon",0.0642350262607563,"Morning","SAR11_K03218","rlmB"," 23S rRNA (guanosine2251-2-O)-methyltransferase [EC:2.1.1.185]","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5045","SAR11","K02196",5533,"Dusk",0.274250579560869,"Afternoon","SAR11_K02196","ccmD"," heme exporter protein D","Transport","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5046","SAR11","K04088",2137,"Afternoon",0.0859231244952194,"Dusk","SAR11_K04088","hflK"," membrane protease subunit HflK [EC:3.4.-.-]","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5047","SAR11","K00097",3765,"Morning",0.0914982748994473,"Afternoon","SAR11_K00097","pdxA"," 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]","Vitamin B6 metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5048","SAR11","K00826",5674,"Dusk",0.274170785391727,"Afternoon","SAR11_K00826","E2.6.1.42, ilvE"," branched-chain amino acid aminotransferase [EC:2.6.1.42]","Cysteine and methionine metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5049","SAR11","K06207",1183,"Night",-0.0096554831082001,"Morning","SAR11_K06207","typA, bipA"," GTP-binding protein","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5050","SAR11","K02358",3893,"Morning",0.0931390276399627,"Night","SAR11_K02358","tuf, TUFM"," elongation factor Tu","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5051","SAR11","K03518",5649,"Dusk",0.0907374557553772,"Afternoon","SAR11_K03518","coxS"," aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]","Carbon fixation pathways in prokaryotes","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5052","SAR11","K04080",2089,"Afternoon",0.203139620951992,"Dusk","SAR11_K04080","ibpA"," molecular chaperone IbpA","RNA degradation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5053","SAR11","K00239",2006,"Afternoon",0.016003879931854,"Dusk","SAR11_K00239","sdhA, frdA"," succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]","Citrate cycle (TCA cycle)","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5054","SAR11","K00164",2491,"Afternoon",-0.0200702714885046,"Dusk","SAR11_K00164","OGDH, sucA"," 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]","Citrate cycle (TCA cycle)","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5055","SAR11","K03797",5713,"Dusk",0.108084401707123,"Afternoon","SAR11_K03797","E3.4.21.102, prc, ctpA"," carboxyl-terminal processing protease [EC:3.4.21.102]","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5056","SAR11","K02666",3771,"Morning",0.176504113986874,"Night","SAR11_K02666","pilQ"," type IV pilus assembly protein PilQ","Two-component system","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5057","SAR11","K00395",5549,"Dusk",0.0731303562837971,"Afternoon","SAR11_K00395","aprB"," adenylylsulfate reductase, subunit B [EC:1.8.99.2]","Sulfur metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5058","SAR11","K06890",2029,"Afternoon",0.307020451320045,"Dusk","SAR11_K06890","K06890"," uncharacterized protein","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5059","SAR11","K02655",1373,"Night",0.212432944498842,"Morning","SAR11_K02655","pilE"," type IV pilus assembly protein PilE","Two-component system","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5060","SAR11","K00259",3452,"Morning",0.179331195007436,"Night","SAR11_K00259","ald"," alanine dehydrogenase [EC:1.4.1.1]","Alanine, aspartate and glutamate metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5061","SAR11","K04087",2332,"Afternoon",0.26875637352099,"Dusk","SAR11_K04087","hflC"," membrane protease subunit HflC [EC:3.4.-.-]","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5062","SAR11","K00330",2482,"Afternoon",0.00310688446517466,"Dusk","SAR11_K00330","nuoA"," NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]","Oxidative phosphorylation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5063","SAR11","K10019",1299,"Night",0.114642845675953,"Dusk","SAR11_K10019","occM, nocM"," octopine/nopaline transport system permease protein","Transport","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5064","SAR11","K08300",3571,"Morning",0.10832677429445,"Night","SAR11_K08300","rne"," ribonuclease E [EC:3.1.26.12]","RNA degradation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5065","SAR11","K04078",2025,"Afternoon",0.270108433379072,"Dusk","SAR11_K04078","groES, HSPE1"," chaperonin GroES","RNA degradation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5066","SAR11","K00335",2433,"Afternoon",0.0724534607991256,"Dusk","SAR11_K00335","nuoF"," NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]","Oxidative phosphorylation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5067","SAR11","K01657",2260,"Afternoon",0.249558121191897,"Dusk","SAR11_K01657","trpE"," anthranilate synthase component I [EC:4.1.3.27]","Phenylalanine, tyrosine and tryptophan biosynthesis","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5068","SAR11","K02274",2199,"Afternoon",0.0428483200086285,"Dusk","SAR11_K02274","coxA, ctaD"," cytochrome c oxidase subunit I [EC:1.9.3.1]","Oxidative phosphorylation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5069","SAR11","K00297",5617,"Dusk",0.22645559310289,"Afternoon","SAR11_K00297","metF, MTHFR"," methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]","One carbon pool by folate","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5070","SAR11","K06901",3886,"Morning",0.148517765665674,"Afternoon","SAR11_K06901","pbuG"," putative MFS transporter, AGZA family, xanthine/uracil permease","Transport","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5071","SAR11","K00331",2288,"Afternoon",0.10526490701702,"Dusk","SAR11_K00331","nuoB"," NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]","Oxidative phosphorylation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5072","SAR11","K17893",2114,"Afternoon",0.0349147346319429,"Dusk","SAR11_K17893","AOX1, AOX2"," ubiquinol oxidase [EC:1.10.3.11]","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5073","SAR11","K13628",2307,"Afternoon",0.144664903213202,"Dusk","SAR11_K13628","iscA"," iron-sulfur cluster assembly protein","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5074","SAR11","K00412",2121,"Afternoon",0.226240364060314,"Dusk","SAR11_K00412","CYTB, petB"," ubiquinol-cytochrome c reductase cytochrome b subunit","Oxidative phosphorylation","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5075","SAR11","K03664",3611,"Morning",0.164506126267922,"Night","SAR11_K03664","smpB"," SsrA-binding protein","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5076","SAR11","K02965",1076,"Night",0.0342178074777418,"Morning","SAR11_K02965","RP-S19, rpsS"," small subunit ribosomal protein S19","Ribosome","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5077","SAR11","K01895",5643,"Dusk",0.070785656562505,"Afternoon","SAR11_K01895","ACSS, acs"," acetyl-CoA synthetase [EC:6.2.1.1]","Glycolysis / Gluconeogenesis","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5078","SAR11","K00303",5543,"Dusk",0.0988584107052301,"Afternoon","SAR11_K00303","soxB"," sarcosine oxidase, subunit beta [EC:1.5.3.1]","Glycine, serine and threonine metabolism","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5079","SAR11","K02025",5602,"Dusk",0.0803123245579862,"Afternoon","SAR11_K02025","ABC.MS.P"," multiple sugar transport system permease protein","Transport","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5080","SAR11","K03980",2135,"Afternoon",0.321915553362881,"Morning","SAR11_K03980","murJ, mviN"," putative peptidoglycan lipid II flippase","[]","prokaryotic_non_photoauto","oligotrophic facultative photochemotroph bacteria"
"5081","SAR11-like","K02276",5469,"Dusk",0.118488671594074,"Afternoon","SAR11-like_K02276","coxC, ctaE"," cytochrome c oxidase subunit III [EC:1.9.3.1]","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5082","SAR11-like","K01626",3806,"Morning",0.0772401188892725,"Night","SAR11-like_K01626","E2.5.1.54, aroF, aroG, aroH"," 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]","Phenylalanine, tyrosine and tryptophan biosynthesis","prokaryotic_non_photoauto",""
"5083","SAR11-like","K00382",1042,"Night",0.27741478001417,"Morning","SAR11-like_K00382","DLD, lpd, pdhD"," dihydrolipoamide dehydrogenase [EC:1.8.1.4]","Glycolysis / Gluconeogenesis","prokaryotic_non_photoauto",""
"5084","SAR11-like","K00331",2308,"Afternoon",0.22682839826104,"Dusk","SAR11-like_K00331","nuoB"," NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5085","SAR11-like","K02064",3716,"Morning",0.100070636809922,"Night","SAR11-like_K02064","thiB, tbpA"," thiamine transport system substrate-binding protein","Transport","prokaryotic_non_photoauto",""
"5086","SAR11-like","K00605",1291,"Night",0.0903706466853268,"Morning","SAR11-like_K00605","gcvT, AMT"," aminomethyltransferase [EC:2.1.2.10]","Glyoxylate and dicarboxylate metabolism","prokaryotic_non_photoauto",""
"5087","SAR11-like","K03335",5710,"Dusk",0.119718347670036,"Night","SAR11-like_K03335","iolE"," inosose dehydratase [EC:4.2.1.44]","Inositol phosphate metabolism","prokaryotic_non_photoauto",""
"5088","SAR11-like","K00826",1273,"Night",0.0228727451530912,"Morning","SAR11-like_K00826","E2.6.1.42, ilvE"," branched-chain amino acid aminotransferase [EC:2.6.1.42]","Cysteine and methionine metabolism","prokaryotic_non_photoauto",""
"5089","SAR11-like","K01716",3691,"Morning",0.156760913011425,"Night","SAR11-like_K01716","fabA"," 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14... <Preview truncated at 128 characters>","Fatty acid biosynthesis","prokaryotic_non_photoauto",""
"5090","SAR11-like","K00336",2268,"Afternoon",0.240602738484309,"Dusk","SAR11-like_K00336","nuoG"," NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5091","SAR11-like","K02275",2207,"Afternoon",0.0142930077371859,"Dusk","SAR11-like_K02275","coxB, ctaC"," cytochrome c oxidase subunit II [EC:1.9.3.1]","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5092","SAR11-like","K06890",2005,"Afternoon",0.284491726593508,"Dusk","SAR11-like_K06890","K06890"," uncharacterized protein","[]","prokaryotic_non_photoauto",""
"5093","SAR11-like","K02338",2441,"Afternoon",0.206873449089986,"Dusk","SAR11-like_K02338","dnaN"," DNA polymerase III subunit beta [EC:2.7.7.7]","DNA replication","prokaryotic_non_photoauto",""
"5094","SAR11-like","K10018",3757,"Morning",0.0595338415464226,"Night","SAR11-like_K10018","occT, nocT"," octopine/nopaline transport system substrate-binding protein","Transport","prokaryotic_non_photoauto",""
"5095","SAR11-like","K07304",5637,"Dusk",0.07589842447186,"Afternoon","SAR11-like_K07304","msrA"," peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]","[]","prokaryotic_non_photoauto",""
"5096","SAR11-like","K04771",2252,"Afternoon",0.103297748360741,"Dusk","SAR11-like_K04771","degP, htrA"," serine protease Do [EC:3.4.21.107]","Two-component system","prokaryotic_non_photoauto",""
"5097","SAR11-like","K01872",5648,"Dusk",0.163039722563416,"Night","SAR11-like_K01872","AARS, alaS"," alanyl-tRNA synthetase [EC:6.1.1.7]","Aminoacyl-tRNA biosynthesis","prokaryotic_non_photoauto",""
"5098","SAR11-like","K00410",2418,"Afternoon",0.0544551762130625,"Morning","SAR11-like_K00410","fbcH"," ubiquinol-cytochrome c reductase cytochrome b/c1 subunit","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5099","SAR11-like","K04088",2090,"Afternoon",0.349477207326808,"Dusk","SAR11-like_K04088","hflK"," membrane protease subunit HflK [EC:3.4.-.-]","[]","prokaryotic_non_photoauto",""
"5100","SAR11-like","K01141",1268,"Night",-0.00970989612822064,"Morning","SAR11-like_K01141","sbcB, exoI"," exodeoxyribonuclease I [EC:3.1.11.1]","Homologous recombination","prokaryotic_non_photoauto",""
"5101","SAR11-like","K18989",3658,"Morning",0.27830239212688,"Night","SAR11-like_K18989","vexF"," multidrug efflux pump","Transport","prokaryotic_non_photoauto",""
"5102","SAR11-like","K00315",2378,"Afternoon",0.0942250429360539,"Dusk","SAR11-like_K00315","DMGDH"," dimethylglycine dehydrogenase [EC:1.5.8.4]","Glycine, serine and threonine metabolism","prokaryotic_non_photoauto",""
"5103","SAR11-like","K00239",2026,"Afternoon",0.0208555412185329,"Dusk","SAR11-like_K00239","sdhA, frdA"," succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]","Citrate cycle (TCA cycle)","prokaryotic_non_photoauto",""
"5104","SAR11-like","K08311",3881,"Morning",0.158986146614545,"Night","SAR11-like_K08311","nudH"," putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]","RNA degradation","prokaryotic_non_photoauto",""
"5105","SAR11-like","K04087",2140,"Afternoon",0.293674865854201,"Morning","SAR11-like_K04087","hflC"," membrane protease subunit HflC [EC:3.4.-.-]","[]","prokaryotic_non_photoauto",""
"5106","SAR11-like","K02313",1245,"Night",-0.00492177703812083,"Morning","SAR11-like_K02313","dnaA"," chromosomal replication initiator protein","Cell cycle","prokaryotic_non_photoauto",""
"5107","SAR11-like","K01937",2205,"Afternoon",0.256097615130121,"Morning","SAR11-like_K01937","pyrG, CTPS"," CTP synthase [EC:6.3.4.2]","Pyrimidine metabolism","prokaryotic_non_photoauto",""
"5108","SAR11-like","K03782",5544,"Dusk",0.153513363760907,"Afternoon","SAR11-like_K03782","katG"," catalase-peroxidase [EC:1.11.1.21]","Peroxisome","prokaryotic_non_photoauto",""
"5109","SAR11-like","K03667",2022,"Afternoon",0.158056222112874,"Dusk","SAR11-like_K03667","hslU"," ATP-dependent HslUV protease ATP-binding subunit HslU","Cell cycle","prokaryotic_non_photoauto",""
"5110","SAR11-like","K02198",2365,"Afternoon",0.032234594224077,"Morning","SAR11-like_K02198","ccmF"," cytochrome c-type biogenesis protein CcmF","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5111","SAR11-like","K03644",2146,"Afternoon",0.232209835183581,"Morning","SAR11-like_K03644","lipA"," lipoyl synthase [EC:2.8.1.8]","Lipoic acid metabolism","prokaryotic_non_photoauto",""
"5112","SAR11-like","K05838",2329,"Afternoon",0.0656036790787845,"Dusk","SAR11-like_K05838","ybbN"," putative thioredoxin","[]","prokaryotic_non_photoauto",""
"5113","SAR11-like","K04043",2116,"Afternoon",0.214270922416216,"Dusk","SAR11-like_K04043","dnaK, HSPA9"," molecular chaperone DnaK","RNA degradation","prokaryotic_non_photoauto",""
"5114","SAR11-like","K10439",1038,"Night",0.101801599362257,"Morning","SAR11-like_K10439","rbsB"," ribose transport system substrate-binding protein","Transport","prokaryotic_non_photoauto",""
"5115","SAR11-like","K01649",5606,"Dusk",0.183381108408503,"Night","SAR11-like_K01649","leuA, IMS"," 2-isopropylmalate synthase [EC:2.3.3.13]","2-Oxocarboxylic acid metabolism","prokaryotic_non_photoauto",""
"5116","SAR11-like","K08738",5497,"Dusk",0.0953427300328179,"Afternoon","SAR11-like_K08738","CYC"," cytochrome c","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5117","SAR11-like","K04078",2109,"Afternoon",0.27804767654084,"Dusk","SAR11-like_K04078","groES, HSPE1"," chaperonin GroES","RNA degradation","prokaryotic_non_photoauto",""
"5118","SAR11-like","K00333",2083,"Afternoon",-0.00630805961789267,"Dusk","SAR11-like_K00333","nuoD"," NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5119","SAR11-like","K07160",1116,"Night",-0.00790630117545317,"Morning","SAR11-like_K07160","K07160"," UPF0271 protein","[]","prokaryotic_non_photoauto",""
"5120","SAR11-like","K01419",2172,"Afternoon",0.177147085611341,"Dusk","SAR11-like_K01419","hslV, clpQ"," ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]","Cell cycle","prokaryotic_non_photoauto",""
"5121","SAR11-like","K01713",2312,"Afternoon",0.142006569472569,"Dusk","SAR11-like_K01713","pheC"," cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]","Phenylalanine, tyrosine and tryptophan biosynthesis","prokaryotic_non_photoauto",""
"5122","SAR11-like","K03168",3723,"Morning",0.097063388195038,"Night","SAR11-like_K03168","topA"," DNA topoisomerase I [EC:5.99.1.2]","[]","prokaryotic_non_photoauto",""
"5123","SAR11-like","K04080",2219,"Afternoon",0.212877721400058,"Dusk","SAR11-like_K04080","ibpA"," molecular chaperone IbpA","RNA degradation","prokaryotic_non_photoauto",""
"5124","SAR11-like","K02954",2387,"Afternoon",0.0824226121113112,"Morning","SAR11-like_K02954","RP-S14, MRPS14, rpsN"," small subunit ribosomal protein S14","Ribosome","prokaryotic_non_photoauto",""
"5125","SAR11-like","K02600",3749,"Morning",0.220180978001229,"Night","SAR11-like_K02600","nusA"," N utilization substance protein A","Nitrogen metabolism","prokaryotic_non_photoauto",""
"5126","SAR11-like","K00411",2040,"Afternoon",0.205825157614684,"Dusk","SAR11-like_K00411","UQCRFS1, RIP1, petA"," ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]","Oxidative phosphorylation","prokaryotic_non_photoauto",""
"5127","SAR11-like","K10536",5581,"Dusk",0.199251770388043,"Afternoon","SAR11-like_K10536","aguA"," agmatine deiminase [EC:3.5.3.12]","Arginine and proline metabolism","prokaryotic_non_photoauto",""
"5128","SAR11-like","K00962",1065,"Night",-0.00182709801108772,"Morning","SAR11-like_K00962","pnp, PNPT1"," polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]","Purine metabolism","prokaryotic_non_photoauto",""
"5129","SAR11-like","K13482",1338,"Night",0.183308653676028,"Morning","SAR11-like_K13482","xdhB"," xanthine dehydrogenase large subunit [EC:1.17.1.4]","Purine metabolism","prokaryotic_non_photoauto",""
"5130","SAR11-like","K03798",2373,"Afternoon",0.0910546043461259,"Morning","SAR11-like_K03798","ftsH, hflB"," cell division protease FtsH [EC:3.4.24.-]","Cell cycle","prokaryotic_non_photoauto",""
"5131","SAR11-like","K02274",2051,"Afternoon",-0.00263181795672169,"Dusk","SAR11-like_K02274","coxA, ctaD"," cytochrome c oxidase subunit I [EC:1.9.3.1]","Oxidative phosphorylation","prokaryotic_non_photoauto",""
